type,basisOfRecord,ocurrenceID,rightsHolder,institutionID,institutionCode,collectionCode,datasetName,catalogNumber,recordedBy,sex,lifeStage,reproductiveCondition,molt,eventDate,year,month,day,habitat,habitatVerbatim,country,countryCode,county,municipality,locality,verbatimLocality,elevation,decimalLatitude,decimalLongitude,geodeticDatum,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,scientificName,acceptedNameUsage,Kingdom,phylum,class,order,family,genus,scientificNameAutorship,vernacularNameEnglish,migratoryStatus,weight,weightUnit,weightVerbatim,totalCulmen,totalCulmenUnit,totalCulmenVerbatim,billDepth,billDepthUnit,billDepthVerbatim,billWidth,billWidthUnit,billWidthVerbatim,gape,gapeUnit,gapeVerbatim,wingLength,wingLengthUnit,wingLengthVerbatim,tailLength,tailLengthUnit,tailLengthVerbatim,tarsusLength,tarsusLengthUnit,tarsusLengthVerbatim,totalLength,totalLengthUnit,totalLengthVerbatim
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0318,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0318,"AMVD, JFBG, MBM",Undetermined,,,No molt present,2002-10-03,2002,10,3,,,Colombia,CO,Caldas,Chinchiná,,Reserva Forestal Protectora Planalto,,4.990361,-75.589972,WGS84,4°59'25.30'' N 75°35'23.90'' W,4°59'25.30'' N,75°35'23.90'' W,UTM18,Elaenia flavogaster,Elaenia flavogaster,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Thunberg, 1822)",Yellow-bellied Elaenia,Resident,,,,14.14,mm,,4.26,mm,,6.58,mm,,,,,78,mm,,70,mm,,15.63,mm,,170,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0139,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0139,"AMVD, JFBG, MBM",Undetermined,,,No molt present,1985-09-04,1985,9,4,Forest,Young second-growth forest,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Elaenia frantzii,Elaenia frantzii,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Lawrence, 1865)",Mountain Elaenia,Resident,,,,12.86,mm,,3.3,mm,,4.72,mm,,,,,70.1,mm,,65.5,mm,,15.21,mm,,145,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0138,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0138,"AMVD, JFBG, MBM",Male,,,No molt present,1975-07-19,1975,7,19,,,Colombia,CO,Caldas,Villamaría,,Hacienda San José,,5.042653,-75.514772,WGS84,"5°02'33.25"" N 75°30'53.18"" W","5°02'33.25"" N","75°30'53.18"" W",UTM18,Elaenia frantzii,Elaenia frantzii,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Lawrence, 1865)",Mountain Elaenia,Resident,16,g,,12.93,mm,,3.26,mm,,4.6,mm,,,,,75,mm,,70,mm,,12.69,mm,,140,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0140,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0140,"AMVD, JFBG, MBM",Male,,,No molt present,,,,,,,Colombia,CO,Caldas,Villamaría,,Hacienda Valles,,5.042653,-75.514772,WGS84,"5°02'33.25"" N 75°30'53.18"" W","5°02'33.25"" N","75°30'53.18"" W",UTM18,Elaenia frantzii,Elaenia frantzii,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Lawrence, 1865)",Mountain Elaenia,Resident,15,g,,12.9,mm,,3.73,mm,,4.3,mm,,,,,73,mm,,70,mm,,15.3,mm,,143,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0143,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0143,"AMVD, JFBG, MBM",Female,,,No molt present,1976-07-20,1976,7,20,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Elaenia frantzii,Elaenia frantzii,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Lawrence, 1865)",Mountain Elaenia,Resident,16,g,,13.25,mm,,3.62,mm,,4.84,mm,,,,,72,mm,,72,mm,,13.89,mm,,,,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0144,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0144,"AMVD, JFBG, MBM",Female,,,No molt present,1985-09-11,1985,9,11,Forest,Young second-growth forest,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Elaenia frantzii,Elaenia frantzii,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Elaenia,"(Lawrence, 1865)",Mountain Elaenia,Resident,,,,12.99,mm,,3.5,mm,,4.4,mm,,,,,70,mm,,39.5,mm,,14.68,mm,,145,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0236,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0236,"AMVD, JFBG, MBM",,,,No molt present,1985-03-01,1985,3,1,,,Colombia,CO,Caldas,Manizales,,Alto de las palmas,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Tangara vassorii,Tangara vassorii,Animal,Chordata,Aves,Passeriformes,Thraupidae,Tangara,"(Boissonneau, 1840)",Blue-and-black Tanager,Resident,,,,12.12,mm,,,,,,,,,,,75,mm,,60,mm,,17.47,mm,,130,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0240,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0240,"AMVD, JFBG, MBM",,,,No molt present,1985-04-01,1985,4,1,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Tangara vassorii,Tangara vassorii,Animal,Chordata,Aves,Passeriformes,Thraupidae,Tangara,"(Boissonneau, 1840)",Blue-and-black Tanager,Resident,,,,12.1,mm,,4.7,mm,,4.53,mm,,,,,73,mm,,58,mm,,15.16,mm,,130,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0254,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0254,"AMVD, JFBG, MBM",Female,,,No molt present,1976-03-05,1976,3,5,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,"(Taczanowski, 1874)",Marble-faced Bristle-Tyrant,Resident,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0255,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0255,"AMVD, JFBG, MBM",Male,Inmature,,No molt present,1976-07-20,1976,7,20,,,Colombia,CO,Caldas,Manizales,Vereda El Zancudo,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Animal,Chordata,Aves,Passeriformes,Tyrannidae,Phylloscartes,"(Taczanowski, 1874)",Marble-faced Bristle-Tyrant,Resident,,,,11.79,mm,,4.6,mm,,4.46,mm,,,,,64.5,mm,,58,mm,,17.46,mm,,135,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0052,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0052,"AMVD, JFBG, MBM",Female,,,No molt present,1978-11-01,1978,11,1,,,Colombia,CO,Caldas,Manizales,,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Chordeiles minor,Chordeiles minor,Animal,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Chordeiles,"(J.R.Forster, 1771)",Common Nighthawk,Migratory,,,,10.54,mm,,2.5,mm,,5.78,mm,,,,,200,mm,,107,mm,,11.1,mm,,230,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0055,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0055,"AMVD, JFBG, MBM",Female,,,No molt present,1984-01-17,1984,1,17,,,Colombia,CO,Caldas,Manizales,,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Hydropsalis cayennensis,Hydropsalis cayennensis,Animal,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Hydropsalis,"(Gmelin & JF, 1789)",White-tailed Nightjar,Resident,,,,18.25,mm,,2.94,mm,,6,mm,,,,,140,mm,,107.5,mm,,14.47,mm,,215,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0057,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0057,"AMVD, JFBG, MBM",Female,,,No molt present,1992-10-30,1992,10,30,,,Colombia,CO,Caldas,Manizales,,Facultad de derecho - Universidad de Caldas,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Nyctidromus albicollis,Nyctidromus albicollis,Animal,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,"(Gmelin, 1789)",Common Pauraque,Resident,,,,17.53,mm,,3.46,mm,,5.46,mm,,,,,141,mm,,109,mm,,12.3,mm,,210,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0559,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0559,"AMVD, JFBG, MBM",Male,,,No molt present,2003-11-25,2003,11,25,,,Colombia,CO,Caldas,Chinchiná,,,,4.982731,-75.605261,WGS84,"4°58'57.83"" N 75°36'18.94"" W","4°58'57.83"" N","75°36'18.94"" W",UTM18,Steatornis caripensis,Steatornis caripensis,Animal,Chordata,Aves,Steatornithiformes,Steatornithidae,Steatornis,"(Humboldt, 1817)",Oilbird,Resident,195,g,,32.8,mm,,14.31,mm,,11.1,mm,,,,,280,mm,,185,mm,,23.47,mm,,350,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0389,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0389,"AMVD, JFBG, MBM",Female,,,No molt present,2003-02-27,2003,2,27,,,Colombia,CO,Caldas,Manizales,Universidad de Caldas,"Universidad de Caldas, Jardín Botánico",2100,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Zenaida auriculata,Zenaida auriculata,Animal,Chordata,Aves,Columbiformes,Columbidae,Zenaida,"(Des Murs, 1847)",Eared Dove,Resident,,,,18.25,mm,,4.96,mm,outlier,4.52,mm,,,,,132,mm,,95,mm,,16.83,mm,,257,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0598,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0598,"AMVD, JFBG, MBM",Undetermined,,,No molt present,2004-01-26,2004,1,26,,,Colombia,CO,Caldas,Manizales,,Parque de la estrella,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Zenaida auriculata,Zenaida auriculata,Animal,Chordata,Aves,Columbiformes,Columbidae,Zenaida,"(Des Murs, 1847)",Eared Dove,Resident,100,g,,18.1,mm,,4.3,mm,,4.17,mm,,,,,131,mm,,90,mm,,15.48,mm,,230,mm,outlier
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0095,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0095,"AMVD, JFBG, MBM",Male,Inmature,,No molt present,1994-11-02,1994,11,2,,,Colombia,CO,Caldas,Villamaría,,Colegio Granadino - La Florida,,5.042653,-75.514772,WGS84,"5°02'33.25"" N 75°30'53.18"" W","5°02'33.25"" N","75°30'53.18"" W",UTM18,Aulacorhynchus prasinus,Aulacorhynchus prasinus,Animal,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,"(Gould, 1833)",Emerald Toucanet,Resident,,,,,,,,,,20.3,mm,,,,,124,mm,,117,mm,outlier,23.59,mm,,295,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0403,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0403,"AMVD, JFBG, MBM",Male,,,No molt present,2008-03-05,2008,3,5,,,Colombia,CO,Caldas,Manizales,,Recinto Jaime Restrepo Mejía,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Aulacorhynchus prasinus,Aulacorhynchus prasinus,Animal,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,"(Gould, 1833)",Emerald Toucanet,Resident,,,,65.45,mm,,23.45,mm,,24.12,mm,,,,,130,mm,,130,mm,,27.56,mm,,350,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0554,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0554,"AMVD, JFBG, MBM",Undetermined,,,No molt present,2009-11-12,2009,11,12,,,Colombia,CO,Caldas,Manizales,,Residencias Universidad de Caldas,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Aulacorhynchus prasinus,Aulacorhynchus prasinus,Animal,Chordata,Aves,Piciformes,Ramphastidae,Aulacorhynchus,"(Gould, 1833)",Emerald Toucanet,Resident,,,,65,mm,,24.31,mm,,22.37,mm,,,,,126,mm,,130,mm,,25.98,mm,,345,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0553,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0553,"AMVD, JFBG, MBM",Male,,,No molt present,2009-10-15,2009,10,15,,,Colombia,CO,Caldas,Manizales,,Barrio La Enea,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Molothrus bonariensis,Molothrus bonariensis,Animal,Chordata,Aves,Passeriformes,Icteridae,Molothrus,"(Gmelin, 1789)",Shiny Cowbird,Resident,,,,19.66,mm,,8.35,mm,,7.67,mm,,,,,130,mm,,110,mm,,19.62,mm,,240,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0059,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0059,"AMVD, JFBG, MBM",Undetermined,,,No molt present,1999-01-28,1999,1,28,,,Colombia,CO,Caldas,Chinchiná,,Reserva Forestal Protectora Planalto,,4.990361,-75.589972,WGS84,4°59'25.30'' N 75°35'23.90'' W,4°59'25.30'' N,75°35'23.90'' W,UTM18,Eutoxeres aquila,Eutoxeres aquila,Animal,Chordata,Aves,Apodiformes,Trochilidae,Eutoxeres,"(Bourcier, 1847)",White-tipped Sicklebill,Resident,,,,28.4,mm,,5.29,mm,,5.13,mm,,,,,70,mm,,56,mm,,5.3,mm,,120,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0060,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0060,"AMVD, JFBG, MBM",Male,,,No molt present,1992-04-27,1992,4,27,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Colibri thalassinus,Colibri thalassinus,Animal,Chordata,Aves,Apodiformes,Trochilidae,Colibri,"(Swainson, 1827)",Green Violetear,Resident,,,,22.13,mm,,1.84,mm,,2.19,mm,,,,,65.5,mm,,45,mm,,5.8,mm,,110,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0321,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0321,"AMVD, JFBG, MBM",Undetermined,,,No molt present,2002-10-29,2002,10,29,,,Colombia,CO,Caldas,Chinchiná,,Reserva Forestal Protectora Planalto,,4.990361,-75.589972,WGS84,4°59'25.30'' N 75°35'23.90'' W,4°59'25.30'' N,75°35'23.90'' W,UTM18,Phaethornis guy,Phaethornis guy,Animal,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,"(Lesson, 1833)",Green Hermit,Resident,,,,43.1,mm,,2.59,mm,,3.94,mm,,,,,60,mm,,72,mm,,4.97,mm,,150,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0381,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0381,"AMVD, JFBG, MBM",Undetermined,,,Body molt,2003-01-16,2003,1,16,,,Colombia,CO,Caldas,Chinchiná,,Reserva Forestal Protectora Planalto,,4.990361,-75.589972,WGS84,4°59'25.30'' N 75°35'23.90'' W,4°59'25.30'' N,75°35'23.90'' W,UTM18,Phaethornis guy,Phaethornis guy,Animal,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,"(Lesson, 1833)",Green Hermit,Resident,5,g,,44.84,mm,,2.4,mm,,3.17,mm,,,,,60,mm,,69,mm,,2.89,mm,,140,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0087,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0087,"AMVD, JFBG, MBM",Female,,,No molt present,1976-05-16,1976,5,16,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Trogon personatus,Trogon personatus,Animal,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,"(Gould, 1842)",Masked Trogon,Resident,,,,14.67,mm,,7.58,mm,,7.91,mm,,,,,125,mm,,160,mm,,11.9,mm,,270,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0113,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0113,"AMVD, JFBG, MBM",Male,,,No molt present,1985-10-03,1985,10,3,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Lepidocolaptes lacrymiger,Lepidocolaptes lacrymiger,Animal,Chordata,Aves,Passeriformes,Furnariidae,Lepidocolaptes,"(Des Murs, 1849)",Montane Woodcreeper,Resident,,,,31.2,mm,,5.48,mm,,4.8,mm,,,,,108,mm,,102,mm,,16.06,mm,,213,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0123,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0123,"AMVD, JFBG, MBM",Male,,,No molt present,1985-10-15,1985,10,15,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Margarornis squamiger,Margarornis squamiger,Animal,Chordata,Aves,Passeriformes,Furnariidae,Margarornis,"(Orbigny & Lafresnaye, 1838)",Pearled Treerunner,Resident,,,,13.74,mm,,3.73,mm,,3.83,mm,,,,,80,mm,,70,mm,,16.43,mm,,150,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0124,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0124,"AMVD, JFBG, MBM",Male,,,No molt present,1976-08-15,1976,8,15,,,Colombia,CO,Caldas,Manizales,Vereda El Zancudo,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Margarornis squamiger,Margarornis squamiger,Animal,Chordata,Aves,Passeriformes,Furnariidae,Margarornis,"(Orbigny & Lafresnaye, 1838)",Pearled Treerunner,Resident,,,,14.23,mm,,4.23,mm,,4.38,mm,,,,,77,mm,,63,mm,,15.35,mm,,145,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0405,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0405,"AMVD, JFBG, MBM",Female,,,No molt present,2008-02-05,2008,2,5,,,Colombia,CO,Caldas,Manizales,,Cerro Sancancio,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Porphyrio martinica,Porphyrio martinica,Animal,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,"(Linnaeus, 1766)",Purple Gallinule,Resident,,,,29.5,mm,,12.7,mm,,7.41,mm,,,,,180,mm,,81,mm,,56.86,mm,,320,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0578,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0578,"AMVD, JFBG, MBM",Undetermined,,,No molt present,2012-03-01,2012,3,1,,,Colombia,CO,Caldas,Manizales,,Confamiliares San Marcel,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Rupornis magnirostris,Rupornis magnirostris,Animal,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,"(Gmelin, 1788)",Roadside Hawk,Resident,,,,27.7,mm,,13.72,mm,,11.28,mm,,,,,,,,180,mm,,48.3,mm,,340,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0262,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0262,"AMVD, JFBG, MBM",Female,Inmature,,No molt present,1985-09-19,1985,9,19,,,Colombia,CO,Caldas,Manizales,,Reserva Forestal Protectora de Río Blanco,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Myiothlypis luteoviridis,Myiothlypis luteoviridis,Animal,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,"(Bonaparte, 1845)",Citrine Warbler,Resident,,,,12.92,mm,,4.67,mm,,5.5,mm,,,,,64,mm,,65,mm,,17.14,mm,,145,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0283,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0283,"AMVD, JFBG, MBM",Female,,,No molt present,1975-08-11,1975,8,11,,,Colombia,CO,Caldas,Manizales,,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,26,g,,11.54,mm,,5.99,mm,,4.94,mm,,,,,64,mm,,55,mm,,23.6,mm,,125,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0284,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0284,"AMVD, JFBG, MBM",Female,,,No molt present,1975-07-23,1975,7,23,,,Colombia,CO,Caldas,Villamaría,,Floridablanca,,5.042653,-75.514772,WGS84,"5°02'33.25"" N 75°30'53.18"" W","5°02'33.25"" N","75°30'53.18"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,23,g,,12.86,mm,,7.1,mm,,6.24,mm,,,,,63,mm,,57,mm,,23.8,mm,,135,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0285,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0285,"AMVD, JFBG, MBM",Male,Inmature,,No molt present,1975-07-23,1975,7,23,,,Colombia,CO,Caldas,Villamaría,,Floridablanca,,5.042653,-75.514772,WGS84,"5°02'33.25"" N 75°30'53.18"" W","5°02'33.25"" N","75°30'53.18"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,23,g,,13.27,mm,,6.55,mm,,5.8,mm,,,,,68,mm,,60,mm,,27,mm,,130,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0286,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0286,"AMVD, JFBG, MBM",Male,,,No molt present,,,,,,,Colombia,CO,Caldas,Manizales,,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,21,g,,13.41,mm,,6.5,mm,,5.22,mm,,,,,66,mm,,57,mm,,23.6,mm,,125,mm,
PhysicalObject,PreservedSpecimen,UCa:MHNUCa-0287,Universidad de Caldas,Universidad de Caldas,UCa,MHNUCa,CaldasBirds (Project VPU-CA-1557),MHNUCa-0287,"AMVD, JFBG, MBM",Undetermined,,,No molt present,,1984,,,,,Colombia,CO,Caldas,Manizales,,,,5.070275,-75.513817,WGS84,"5°04'12.99"" N 75°30'49.74"" W","5°04'12.99"" N","75°30'49.74"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,,,,13.84,mm,,7.11,mm,,5.99,mm,,,,,70,mm,,65,mm,,24.1,mm,,145,mm,
