type,basisOfRecord,ocurrenceID,rightsHolder,institutionID,institutionCode,collectionCode,datasetName,catalogNumber,recordedBy,sex,lifeStage,reproductiveCondition,molt,eventDate,year,month,day,habitat,habitatVerbatim,country,countryCode,county,municipality,locality,verbatimLocality,elevation,decimalLatitude,decimalLongitude,geodeticDatum,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,scientificName,acceptedNameUsage,Kingdom,phylum,class,order,family,genus,scientificNameAutorship,vernacularNameEnglish,migratoryStatus,weight,weightUnit,weightVerbatim,totalCulmen,totalCulmenUnit,totalCulmenVerbatim,billDepth,billDepthUnit,billDepthVerbatim,billWidth,billWidthUnit,billWidthVerbatim,gape,gapeUnit,gapeVerbatim,wingLength,wingLengthUnit,wingLengthVerbatim,tailLength,tailLengthUnit,tailLengthVerbatim,tarsusLength,tarsusLengthUnit,tarsusLengthVerbatim,totalLength,totalLengthUnit,totalLengthVerbatim
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02349,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02349,"ETMS, MCR",Male,Inmature,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Corapipo leucorrhoa,Corapipo leucorrhoa,Animal,Chordata,Aves,Passeriformes,Pipridae,Corapipo,"(P.L.Sclater, 1863)",White-bibbed Manakin,Resident,10,g,,8.7,mm,,,,,,,,,,,55,mm,,30,mm,,17.74,mm,,93,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02350,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02350,"ETMS, MCR",Male,Inmature,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Corapipo leucorrhoa,Corapipo leucorrhoa,Animal,Chordata,Aves,Passeriformes,Pipridae,Corapipo,"(P.L.Sclater, 1863)",White-bibbed Manakin,Resident,10,g,,7.5,mm,outlier,,,,,,,,,,55,mm,,39,mm,,19.2,mm,,94,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02351,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02351,"ETMS, MCR",Undetermined,Undetermined,Non-reproductive,Body molt,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Habia gutturalis,Habia gutturalis,Animal,Chordata,Aves,Passeriformes,Cardinalidae,Habia,"(P.L.Sclater, 1854)",Sooty Ant-Tanager,Resident-Endemic,,,,18.25,mm,,,,,,,,,,,95,mm,,89,mm,,28.69,mm,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02352,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02352,"ETMS, MCR",Undetermined,Adult,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Phaethornis syrmatophorus,Phaethornis syrmatophorus,Animal,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,"(Gould, 1851)",Tawny-bellied Hermit,Resident,6,g,,40.19,mm,,,,,,,,,,,59,mm,,62,mm,,,,,152,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02353,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02353,"ETMS, MCR",Undetermined,Inmature,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Corapipo leucorrhoa,Corapipo leucorrhoa,Animal,Chordata,Aves,Passeriformes,Pipridae,Corapipo,"(P.L.Sclater, 1863)",White-bibbed Manakin,Resident,9,g,,8.91,mm,,,,,,,,,,,57,mm,,30,mm,,17.48,mm,,92,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02354,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02354,"ETMS, MCR",Undetermined,Adult,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Catharus ustulatus,Catharus ustulatus,Animal,Chordata,Aves,Passeriformes,Turdidae,Catharus,"(Nuttal, 1840)",Swainson's Thrush,Migratory,31,g,,12.76,mm,,,,,,,,,,,100,mm,,68,mm,,28.9,mm,,160,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02355,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02355,"ETMS, MCR",Male,Inmature,Non-reproductive,No molt present,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Machaeropterus regulus,Machaeropterus regulus,Animal,Chordata,Aves,Passeriformes,Pipridae,Machaeropterus,"(Hahn, 1819)",Kinglet Manakin,Resident,12,g,,10.37,mm,,,,,,,,,,,51,mm,,21,mm,,10.59,mm,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02356,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02356,"ETMS, MCR",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2017-10-12,2017,10,12,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Microcerculus marginatus,Microcerculus marginatus,Animal,Chordata,Aves,Passeriformes,Troglodytidae,Microcerculus,"(P.L.Sclater, 1855)",Scaly-breasted Wren,Resident,,,,19.5,mm,,,,,,,,,,,61,mm,,,,,26.4,mm,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02357,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02357,"ETMS, MCR",Undetermined,Adult,Non-reproductive,Flight feather molt,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Myiothlypis fulvicauda,Myiothlypis fulvicauda,Animal,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,"(von Spix, 1825)",Buff-rumped Warbler,Resident,15,g,,12.84,mm,,,,,,,,,,,55,mm,outlier,45,mm,,21.77,mm,,135,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02358,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02358,"ETMS, MCR",Undetermined,Adult,Non-reproductive,No molt present,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Catharus ustulatus,Catharus ustulatus,Animal,Chordata,Aves,Passeriformes,Turdidae,Catharus,"(Nuttal, 1840)",Swainson's Thrush,Migratory,33,g,,12.25,mm,,,,,,,,,,,,,,71,mm,,31.63,mm,,160,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02359,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02359,"ETMS, MCR",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Myiothlypis fulvicauda,Myiothlypis fulvicauda,Animal,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,"(von Spix, 1825)",Buff-rumped Warbler,Resident,15,g,,15.15,mm,,,,,,,,,,,62,mm,,,,,25.1,mm,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02360,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02360,"ETMS, MCR",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Arremon aurantiirostris,Arremon aurantiirostris,Animal,Chordata,Aves,Passeriformes,Emberizidae,Arremon,"(Lafresnaye, 1847)",Orange-billed Sparrow,Resident,10,g,,14.93,mm,,,,,,,,,,,76,mm,,60,mm,,28.8,mm,,150,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02361,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02361,"ETMS, MCR",Female,Adult,,No molt present,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Corapipo leucorrhoa,Corapipo leucorrhoa,Animal,Chordata,Aves,Passeriformes,Pipridae,Corapipo,"(P.L.Sclater, 1863)",White-bibbed Manakin,Resident,10,g,,8.49,mm,,,,,,,,,,,57,mm,,34,mm,,17.64,mm,,95,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02362,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02362,"ETMS, MCR",Undetermined,Adult,,No molt present,2017-10-13,2017,10,13,Forest,Secondary forest,Colombia,CO,Caldas,Victoria,Vereda Bellavista,"Vereda Bellavista, Reserva Bellavista",997,5.326556,-74.920419,WGS84,5°19'35.60'' N 74°55'13.51'' W,5°19'35.60'' N,74°55'13.51'' W,UTM18,Habia gutturalis,Habia gutturalis,Animal,Chordata,Aves,Passeriformes,Cardinalidae,Habia,"(P.L.Sclater, 1854)",Sooty Ant-Tanager,Resident-Endemic,34,g,,20.87,mm,,,,,,,,,,,91,mm,,90,mm,,25.51,mm,,190,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02363,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02363,"ETMS, WDTE",Male,Adult,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Spinus psaltria,Spinus psaltria,Animal,Chordata,Aves,Passeriformes,Fringillidae,Spinus,"(Say, 1822)",Lesser Goldfinch,Resident,10,g,,11.83,mm,,,,,,,,,,,61,mm,,41,mm,,15.35,mm,,104,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02364,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02364,"ETMS, WDTE",Undetermined,Inmature,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Saltator striatipectus,Saltator striatipectus,Animal,Chordata,Aves,Passeriformes,Thraupidae,Saltator,"(Lafresnaye, 1847)",Streaked Saltator,Resident,40,g,,17.71,mm,,,,,,,,,,,93,mm,,78,mm,,,,,190,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02365,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02365,"ETMS, WDTE",Undetermined,Adult,,Body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Turdus ignobilis,Turdus ignobilis,Animal,Chordata,Aves,Passeriformes,Turdidae,Turdus,"(P.L.Sclater, 1858)",Black-billed Thrush,Resident,,,,18.66,mm,,,,,,,,,,,111,mm,,95,mm,,34.89,mm,,210,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02366,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02366,"ETMS, WDTE",Undetermined,Adult,Non-reproductive,Body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,16,g,outlier,12.52,mm,,,,,,,,,,,63,mm,,56,mm,,22.64,mm,,135,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02367,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02367,"ETMS, WDTE",,,Non-reproductive,Flight feather and body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Colibri coruscans,Colibri coruscans,Animal,Chordata,Aves,Apodiformes,Trochilidae,Colibri,"(Gould, 1846)",Sparkling Violetear,Resident,,,,27.14,mm,,,,,,,,,,,80,mm,,45,mm,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02368,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02368,"ETMS, WDTE",Undetermined,Adult,,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,20,g,,14.64,mm,,,,,,,,,,,55,mm,outlier,58,mm,,25.26,mm,,126,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02369,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02369,"ETMS, WDTE",Male,,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Sporophila nigricollis,Sporophila nigricollis,Animal,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,"(Vieillot, 1823)",Yellow-bellied Seedeater,Resident,10,g,,9.66,mm,,,,,,,,,,,54,mm,,50,mm,,19.51,mm,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02370,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02370,"ETMS, WDTE",Undetermined,Adult,,Body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Turdus ignobilis,Turdus ignobilis,Animal,Chordata,Aves,Passeriformes,Turdidae,Turdus,"(P.L.Sclater, 1858)",Black-billed Thrush,Resident,62,g,,20.67,mm,,,,,,,,,,,106,mm,,81,mm,,37.51,mm,,220,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02371,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02371,"ETMS, WDTE",Undetermined,Adult,,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,23,g,,13.43,mm,,,,,,,,,,,65,mm,,57,mm,,,,,,,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02372,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02372,"ETMS, WDTE",Undetermined,Adult,Non-reproductive,Flight feather molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,21,g,,12.65,mm,,,,,,,,,,,60,mm,,52,mm,,24.62,mm,,132,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02373,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02373,"ETMS, WDTE",Undetermined,Inmature,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,21,g,,12.21,mm,,,,,,,,,,,56,mm,,55,mm,,21.3,mm,outlier,138,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02374,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02374,"ETMS, WDTE",Female,Adult,,Body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Euphonia laniirostris,Euphonia laniirostris,Animal,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,"(d'Orbigny & Lafresnaye, 1837)",Thick-billed Euphonia,Resident,14,g,,9.69,mm,,,,,,,,,,,65,mm,,40,mm,,18.62,mm,,112,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02375,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02375,"ETMS, WDTE",Female,Inmature,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Oporornis agilis,Oporornis agilis,Animal,Chordata,Aves,Passeriformes,Parulidae,Oporornis,"(A.Wilson, 1812)",Connecticut Warbler,Migratory,18,g,outlier,12.16,mm,,,,,,,,,,,60,mm,,51,mm,,23.89,mm,,131,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02376,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02376,"ETMS, WDTE",Undetermined,Inmature,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Zonotrichia capensis,Zonotrichia capensis,Animal,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,"(P.L.Statius Muller, 1776)",Rufous-collared Sparrow,Resident,23,g,,12.58,mm,,,,,,,,,,,64,mm,,57,mm,,,,,140,mm,outlier
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02377,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02377,"ETMS, WDTE",Undetermined,Adult,Non-reproductive,Flight feather and body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Thraupis episcopus,Thraupis episcopus,Animal,Chordata,Aves,Passeriformes,Thraupidae,Thraupis,"(Linnaeus, 1766)",Blue-gray Tanager,Resident,,,,13.56,mm,,,,,,,,,,,88,mm,,62,mm,,23.83,mm,,152,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02378,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02378,"ETMS, WDTE",Male,Adult,Non-reproductive,Flight feather and body molt,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Euphonia laniirostris,Euphonia laniirostris,Animal,Chordata,Aves,Passeriformes,Fringillidae,Euphonia,"(d'Orbigny & Lafresnaye, 1837)",Thick-billed Euphonia,Resident,,,,10.03,mm,,,,,,,,,,,65,mm,,40,mm,,18.98,mm,,119,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02379,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02379,"ETMS, WDTE",Female,Adult,,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Sporophila nigricollis,Sporophila nigricollis,Animal,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,"(Vieillot, 1823)",Yellow-bellied Seedeater,Resident,15,g,,8.17,mm,,,,,,,,,,,51,mm,,41,mm,,20.19,mm,,101,mm,
PhysicalObject,HumanObservation,UCa:LabEcol:Aves:HOC:UCa02380,Universidad de Caldas,Universidad de Caldas,UCa,Aves:HOC,"TicksBirds2 (UCa, Project Nº 0180617)",Aves:HOC:UCa02380,"ETMS, WDTE",Undetermined,Adult,Non-reproductive,No molt present,2017-10-23,2017,10,23,Monocrop,Monocrop: coffee (Coffea arabica L.),Colombia,CO,Caldas,Pácora,Vereda San Antonio,,1829,5.520486,-75.455178,WGS84,"5°31'13.75"" N 75°27'18.64"" W","5°31'13.75"" N","75°27'18.64"" W",UTM18,Vireo olivaceus,Vireo olivaceus,Animal,Chordata,Aves,Passeriformes,Vireonidae,Vireo,"(Linnaeus, 1766)",Red-eyed Vireo,Resident-Migratory,16,g,,11.74,mm,,,,,,,,,,,74,mm,,49,mm,,22.26,mm,,135,mm,
